name,address,city,state,zip,latitude,longitude,website,top10perc,top25perc,sfratio,enrolled_total,average_tuition,perc_fresh_sat_scores,perc_fresh_act_scores,instate_price,outstate_price,gradrate_bachelor_four_years,gradrate_bachelor_five_years,gradrate_bachelor_six_years,perc_fresh_financialaid,undergraduate_enrollment,ft_enrollment,pt_enrollment,perc_americanindian_or_alaskanative_undergrad,perc_asian_undergrad,perc_blackafricanamerican_undergrad,perc_hispaniclatino_undergrad,perc_nativehawaiian_or_otherpacificislander_undergrad,perc_white_undergrad,perc_multiracial_undergrad,perc_raceunknown_undergrad,perc_nonresidentalien_undergrad,perc_asiannativehawaiianpacificislander_undergrad,perc_women_undergrad,far_west_region,great_lakes_region,mid_east_region,new_england_region,plains_region,rocky_mountains_region,southeast_region,southwest_region,us_service_schools_region,cluster
Oklahoma Christian University,2501 E Memorial Rd,Edmond,OK,73013,35.611412,-97.469526,www.oc.edu,22,44,16.2,533.0,18.378,32.0,84.0,29825.0,29825.0,28.0,46.0,49.0,99.0,1962.0,2116.0,305.0,2,3.0,4.0,3.0,0.0,88.0,0.0,0.0,0.0,3.0,49.0,0,0,0,0,0,0,0,1,0,0
Oklahoma City University,2501 N Blackwelder,Oklahoma City,OK,73106,35.495271,-97.541242,www.okcu.edu,,,,351.0,27.5465,35.0,81.0,44356.0,44356.0,49.0,59.0,61.0,96.0,1964.0,2573.0,606.0,3,2.0,6.0,8.0,0.0,58.0,7.0,1.0,16.0,2.0,62.0,0,0,0,0,0,0,0,1,0,0
Oklahoma State University-Main Campus,107 Whitehurst,Stillwater,OK,74078,36.123085,-97.069743,www.okstate.edu/,,,,3872.0,7.1925,27.0,90.0,21842.0,34427.0,33.0,55.0,60.0,87.0,20660.0,19959.0,6114.0,6,2.0,5.0,5.0,0.0,72.0,7.0,1.0,3.0,2.0,49.0,0,0,0,0,0,0,0,1,0,3
Oklahoma Wesleyan University,2201 Silver Lake Rd,Bartlesville,OK,74006,36.717752,-95.954124,www.okwu.edu,,,,187.0,20.688,33.0,78.0,34960.0,34960.0,50.0,57.0,57.0,100.0,1214.0,578.0,777.0,7,0.0,7.0,7.0,0.0,63.0,3.0,8.0,5.0,0.0,61.0,0,0,0,0,0,0,0,1,0,0
Old Dominion University,5115 Hampton Blvd,Norfolk,VA,23529,36.884919,-76.309653,www.odu.edu,,,,2943.0,8.025,81.0,25.0,22267.0,37927.0,23.0,45.0,51.0,82.0,19819.0,16957.0,7871.0,0,4.0,26.0,7.0,0.0,52.0,5.0,4.0,1.0,5.0,54.0,0,0,0,0,0,0,1,0,0,3
Olivet College,320 South Main Street,Olivet,MI,49076,42.440908,-84.922864,www.olivetcollege.edu,,,,301.0,21.6525,3.0,98.0,34181.0,34181.0,26.0,41.0,43.0,99.0,1119.0,982.0,151.0,1,0.0,10.0,5.0,0.0,80.0,3.0,0.0,0.0,1.0,43.0,0,1,0,0,0,0,0,0,0,0
Olivet Nazarene University,One University Avenue,Bourbonnais,IL,60914,41.156203,-87.873178,www.olivet.edu,,,,753.0,27.79,0.0,96.0,41490.0,41490.0,49.0,56.0,57.0,100.0,3335.0,3185.0,1394.0,0,2.0,10.0,6.0,0.0,80.0,1.0,0.0,1.0,2.0,63.0,0,1,0,0,0,0,0,0,0,0
Oral Roberts University,7777 S Lewis Ave.,Tulsa,OK,74171,36.050705,-95.954215,oru.edu,,,,399.0,21.2235,40.0,55.0,36950.0,36950.0,41.0,51.0,53.0,98.0,2884.0,2862.0,552.0,3,2.0,15.0,8.0,0.0,52.0,4.0,10.0,6.0,2.0,56.0,0,0,0,0,0,0,0,1,0,0
Oregon Institute Of Technology,3201 Campus Drive,Klamath Falls,OR,97601,42.257152,-121.785177,www.oit.edu,,,,363.0,7.88725,84.0,33.0,21163.0,34803.0,18.0,38.0,43.0,89.0,4366.0,2370.0,2037.0,1,5.0,1.0,7.0,0.0,75.0,5.0,4.0,1.0,6.0,48.0,1,0,0,0,0,0,0,0,0,1
Oregon State University,1500 S.W. Jefferson,Corvallis,OR,97331,44.563109,-123.278711,oregonstate.edu,,,,3516.0,7.79375,76.0,34.0,23559.0,38751.0,30.0,55.0,61.0,86.0,23157.0,21958.0,5944.0,1,7.0,1.0,7.0,0.0,68.0,6.0,3.0,7.0,7.0,46.0,1,0,0,0,0,0,0,0,0,3
Ottawa University-Ottawa,1001 South Cedar,Ottawa,KS,66067,38.602351,-95.264165,www.ottawa.edu,,,,145.0,22.261,11.0,93.0,36482.0,36482.0,22.0,30.0,34.0,100.0,538.0,523.0,35.0,5,1.0,10.0,6.0,0.0,66.0,0.0,12.0,0.0,1.0,44.0,0,0,0,0,1,0,0,0,0,0
Otterbein University,1 South Grove Street,Westerville,OH,43081,40.125368,-82.936347,www.otterbein.edu,,,,575.0,30.01125,23.0,89.0,44276.0,44276.0,2.0,53.0,59.0,100.0,2479.0,2411.0,508.0,0,1.0,6.0,2.0,0.0,80.0,3.0,4.0,2.0,2.0,62.0,0,1,0,0,0,0,0,0,0,0
Ouachita Baptist University,410 Ouachita St,Arkadelphia,AR,71998,34.125045,-93.052442,www.obu.edu,31,73,13.3,394.0,21.065,19.0,91.0,32610.0,32610.0,48.0,59.0,60.0,99.0,1543.0,1507.0,36.0,1,1.0,8.0,4.0,0.0,84.0,0.0,0.0,2.0,1.0,53.0,0,0,0,0,0,0,1,0,0,0
Pace University-New York,1 Pace Plaza,New York,NY,10038,40.71171,-74.004874,www.pace.edu,,,,1848.0,35.85425,90.0,9.0,56999.0,56999.0,34.0,49.0,51.0,99.0,8289.0,9148.0,3476.0,0,9.0,11.0,16.0,0.0,47.0,3.0,6.0,8.0,9.0,59.0,0,0,1,0,0,0,0,0,0,2
Pacific Lutheran University,1010 122Nd St So,Tacoma,WA,98447,47.145494,-122.445372,www.plu.edu,31,68,11,648.0,31.9975,86.0,32.0,48308.0,48308.0,55.0,68.0,70.0,99.0,3142.0,3201.0,261.0,1,6.0,3.0,7.0,1.0,70.0,7.0,1.0,5.0,7.0,62.0,1,0,0,0,0,0,0,0,0,2
Paine College,1235 15Th St,Augusta,GA,30901,33.469513,-81.993093,www.paine.edu,,,,268.0,12.5325,52.0,56.0,23850.0,23850.0,4.0,16.0,21.0,99.0,924.0,838.0,86.0,0,0.0,91.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,49.0,0,0,0,0,0,0,1,0,0,1
Palm Beach Atlantic University,901 S. Flagler Drive,West Palm Beach,FL,33401,26.704757,-80.05038,www.pba.edu,,,,587.0,24.458,75.0,64.0,39302.0,39302.0,40.0,46.0,48.0,100.0,2887.0,2989.0,775.0,0,1.0,13.0,13.0,0.0,63.0,2.0,4.0,3.0,2.0,63.0,0,0,0,0,0,0,1,0,0,0
Paul Quinn College,3837 Simpson Stuart Rd,Dallas,TX,75241,32.677195,-96.755864,www.pqc.edu,,,,70.0,12.65625,34.0,51.0,26300.0,26300.0,1.0,5.0,5.0,71.0,243.0,216.0,27.0,0,0.0,87.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,54.0,0,0,0,0,0,0,0,1,0,1
Paul Smiths College Of Arts And Science,State Routes 30 And 86,Paul Smiths,NY,12970,44.437366,-74.253006,www.paulsmiths.edu,,,,240.0,24.08725,78.0,20.0,40021.0,40021.0,26.0,36.0,37.0,99.0,981.0,969.0,12.0,0,0.0,1.0,3.0,0.0,68.0,1.0,25.0,0.0,0.0,34.0,0,0,1,0,0,0,0,0,0,0
Pennsylvania State University-Main Campus,201 Old Main,University Park,PA,16802,40.800732,-77.861644,www.psu.edu/,,,,7649.0,16.1675,78.0,14.0,33592.0,46166.0,65.0,83.0,85.0,68.0,40085.0,44639.0,1976.0,0,5.0,4.0,5.0,0.0,72.0,2.0,1.0,9.0,6.0,46.0,0,0,1,0,0,0,0,0,0,3
Pennsylvania State University-Penn State Erie-Behrend College,5091 Station Rd,Erie,PA,16563,42.120466,-79.981403,psbehrend.psu.edu/,,,,1080.0,13.7565,81.0,12.0,30840.0,37902.0,46.0,66.0,69.0,83.0,3943.0,3714.0,343.0,0,3.0,4.0,3.0,0.0,83.0,1.0,1.0,5.0,3.0,35.0,0,0,1,0,0,0,0,0,0,0
Pennsylvania State University-Penn State Harrisburg,777 W Harrisburg Pike,Middletown,PA,17057,40.205234,-76.741961,hbg.psu.edu/,,,,628.0,13.752,82.0,5.0,30840.0,37902.0,39.0,56.0,61.0,75.0,3577.0,3329.0,1112.0,0,8.0,10.0,6.0,0.0,63.0,2.0,2.0,8.0,8.0,43.0,0,0,1,0,0,0,0,0,0,0
Pepperdine University,24255 Pacific Coast Hwy,Malibu,CA,90263,34.041683,-118.70938,www.pepperdine.edu/,86,96,11.6,784.0,41.8765,76.0,0.0,61192.0,61192.0,70.0,79.0,80.0,72.0,3538.0,5414.0,1901.0,0,14.0,7.0,15.0,0.0,42.0,6.0,6.0,9.0,14.0,59.0,1,0,0,0,0,0,0,0,0,2
Philadelphia University,4201 Henry Avenue,Philadelphia,PA,19144,40.021641,-75.192708,www.philau.edu,,,,550.0,31.3225,77.0,18.0,49426.0,49426.0,45.0,58.0,58.0,98.0,2811.0,2916.0,607.0,0,4.0,13.0,7.0,0.0,60.0,2.0,9.0,3.0,4.0,65.0,0,0,1,0,0,0,0,0,0,2
Piedmont College,165 Central Ave,Demorest,GA,30535,34.56663,-83.543216,www.piedmont.edu,20,40,13.2,255.0,19.415,77.0,45.0,34090.0,34090.0,40.0,46.0,46.0,99.0,1281.0,1501.0,867.0,1,1.0,10.0,4.0,0.0,77.0,2.0,5.0,0.0,1.0,67.0,0,0,0,0,0,0,1,0,0,0
Pine Manor College,400 Heath St,Chestnut Hill,MA,2467,42.320169,-71.158007,www.pmc.edu,,,,119.0,23.029,50.0,3.0,40870.0,40870.0,28.0,32.0,32.0,77.0,313.0,338.0,8.0,0,5.0,20.0,15.0,0.0,8.0,12.0,9.0,29.0,5.0,85.0,0,0,0,1,0,0,0,0,0,0
Pittsburg State University,1701 S Broadway,Pittsburg,KS,66762,37.392057,-94.702483,www.pittstate.edu,,,,1144.0,5.3525,0.0,97.0,17296.0,27176.0,24.0,41.0,49.0,91.0,6236.0,6006.0,1394.0,2,1.0,4.0,5.0,0.0,80.0,4.0,0.0,5.0,1.0,48.0,0,0,0,0,1,0,0,0,0,1
Plymouth State University,17 High Street,Plymouth,NH,3264,43.757386,-71.691164,www.plymouth.edu,,,,930.0,11.6485,93.0,10.0,26555.0,33975.0,41.0,54.0,56.0,89.0,4065.0,4107.0,1129.0,0,1.0,2.0,3.0,0.0,78.0,1.0,13.0,1.0,1.0,48.0,0,0,0,1,0,0,0,0,0,1
Point Loma Nazarene University,3900 Lomaland Dr,San Diego,CA,92106,32.716871,-117.250211,www.pointloma.edu/home.htm,,,,647.0,28.819,86.0,48.0,44593.0,44593.0,62.0,70.0,72.0,93.0,2556.0,2669.0,690.0,1,6.0,3.0,19.0,1.0,64.0,5.0,1.0,0.0,6.0,63.0,1,0,0,0,0,0,0,0,0,0
Point Park University,201 Wood St,Pittsburgh,PA,15222,40.438526,-80.001462,www.pointpark.edu,,,,548.0,24.395,84.0,32.0,39800.0,39800.0,42.0,49.0,50.0,99.0,3226.0,2801.0,1040.0,0,1.0,16.0,3.0,0.0,72.0,4.0,1.0,3.0,1.0,57.0,0,0,1,0,0,0,0,0,0,0
Point University,2605 Ben Hill Rd,East Point,GA,30344,33.684053,-84.473911,www.point.edu,,,,238.0,16.7265,63.0,63.0,27400.0,27400.0,33.0,47.0,48.0,95.0,1439.0,1291.0,148.0,0,0.0,39.0,3.0,0.0,39.0,3.0,14.0,0.0,1.0,56.0,0,0,0,0,0,0,1,0,0,1
Polytechnic Institute Of New York University,Six Metrotech Ctr,Brooklyn,NY,11201,40.694371,-73.986774,www.poly.edu,,,,451.0,38.765,87.0,18.0,59570.0,59570.0,33.0,52.0,57.0,94.0,2155.0,4008.0,882.0,0,34.0,6.0,9.0,0.0,29.0,0.0,12.0,10.0,34.0,24.0,0,0,1,0,0,0,0,0,0,2
Pomona College,550 N College Ave,Claremont,CA,91711,34.098298,-117.711944,www.pomona.edu,,,,397.0,40.82375,78.0,51.0,59730.0,59730.0,93.0,95.0,96.0,68.0,1610.0,1596.0,14.0,0,12.0,6.0,15.0,0.0,44.0,7.0,9.0,8.0,12.0,52.0,1,0,0,0,0,0,0,0,0,2
Portland State University,724 Sw Harrison,Portland,OR,97201,45.511698,-122.684197,www.pdx.edu,,,,1465.0,7.60625,59.0,0.0,23528.0,38738.0,18.0,32.0,42.0,76.0,22927.0,17308.0,10952.0,1,8.0,3.0,9.0,1.0,60.0,5.0,6.0,7.0,9.0,52.0,1,0,0,0,0,0,0,0,0,3
Prairie View A & M University,Fm 1098 Road & University Drive,Prairie View,TX,77446,30.094591,-95.992066,www.pvamu.edu,,,,1464.0,6.539,77.0,45.0,17592.0,26178.0,11.0,29.0,37.0,97.0,6731.0,6828.0,1455.0,0,2.0,86.0,6.0,0.0,3.0,1.0,1.0,1.0,2.0,58.0,0,0,0,0,0,0,0,1,0,1
Presbyterian College,503 South Broad Street,Clinton,SC,29325,34.465834,-81.87448,www.presby.edu,34,63,13.4,296.0,31.9475,60.0,40.0,46378.0,46378.0,60.0,68.0,68.0,100.0,1123.0,1395.0,38.0,0,1.0,11.0,1.0,0.0,80.0,1.0,1.0,4.0,1.0,55.0,0,0,0,0,0,0,1,0,0,0
Purdue University-Calumet Campus,2200 169Th St,Hammond,IN,46323,41.584326,-87.474034,www.purduecal.edu/,,,,827.0,6.40875,68.0,91.0,21221.0,29563.0,9.0,23.0,30.0,66.0,8390.0,5168.0,4254.0,0,2.0,13.0,16.0,0.0,53.0,2.0,9.0,6.0,2.0,57.0,0,1,0,0,0,0,0,0,0,1
Purdue University-Main Campus,Hovde Hall Of Administration,West Lafayette,IN,47907,40.428206,-86.914435,www.purdue.edu,,,,6422.0,9.61,73.0,54.0,23242.0,42044.0,42.0,64.0,70.0,66.0,30446.0,34871.0,4923.0,0,5.0,3.0,4.0,0.0,68.0,2.0,2.0,16.0,5.0,42.0,0,1,0,0,0,0,0,0,0,3
Queens University Of Charlotte,1900 Selwyn Ave,Charlotte,NC,28274,35.188929,-80.832227,www.queens.edu,,,,316.0,26.621,81.0,47.0,44124.0,44124.0,44.0,51.0,52.0,97.0,1734.0,1579.0,706.0,1,3.0,18.0,5.0,0.0,55.0,1.0,11.0,6.0,3.0,72.0,0,0,0,0,0,0,1,0,0,0
Quincy University,1800 College Ave,Quincy,IL,62301,39.940132,-91.386778,www.quincy.edu,22,66,16.3,275.0,24.5385,3.0,97.0,39114.0,39114.0,39.0,47.0,50.0,100.0,1196.0,1162.0,293.0,1,1.0,10.0,4.0,0.0,71.0,2.0,11.0,0.0,2.0,56.0,0,1,0,0,0,0,0,0,0,0
Quinnipiac University,Mt Carmel Ave,Hamden,CT,6518,41.418908,-72.894115,www.quinnipiac.edu,,,,1803.0,36.9275,90.0,29.0,55780.0,55780.0,72.0,76.0,76.0,89.0,6542.0,7602.0,1201.0,0,2.0,4.0,8.0,0.0,78.0,2.0,3.0,2.0,2.0,62.0,0,0,0,1,0,0,0,0,0,2
Radford University,801 East Main Street,Radford,VA,24141,37.136914,-80.549731,www.radford.edu,15,37,19.6,1986.0,8.395,85.0,28.0,20700.0,32865.0,41.0,56.0,59.0,75.0,8913.0,9166.0,762.0,0,1.0,10.0,5.0,0.0,78.0,4.0,1.0,1.0,2.0,56.0,0,0,0,0,0,0,1,0,0,1
Ramapo College Of New Jersey,505 Ramapo Valley Rd,Mahwah,NJ,7430,41.080927,-74.174082,www.ramapo.edu,6,29,17.8,901.0,12.791,90.0,13.0,29161.0,37811.0,59.0,71.0,73.0,78.0,5614.0,5015.0,837.0,0,6.0,5.0,13.0,0.0,66.0,1.0,7.0,1.0,6.0,56.0,0,0,1,0,0,0,0,0,0,1
Randolph College,2500 Rivermont Ave,Lynchburg,VA,24503,37.437429,-79.17079,www.randolphcollege.edu,,,,216.0,31.005,89.0,26.0,46060.0,46060.0,46.0,51.0,52.0,100.0,665.0,663.0,19.0,1,2.0,9.0,6.0,0.0,69.0,3.0,0.0,11.0,3.0,64.0,0,0,0,0,0,0,1,0,0,0
Randolph-Macon College,204 Henry St,Ashland,VA,23005,37.760785,-77.4781,www.rmc.edu,21,46,10.7,382.0,32.812,84.0,21.0,47740.0,47740.0,57.0,62.0,62.0,100.0,1315.0,1295.0,20.0,0,2.0,10.0,4.0,0.0,77.0,3.0,1.0,3.0,2.0,53.0,0,0,0,0,0,0,1,0,0,0
Reed College,3203 Se Woodstock Blvd,Portland,OR,97202,45.480959,-122.630348,www.reed.edu,47,80,11.8,354.0,43.6175,84.0,36.0,59630.0,59630.0,70.0,80.0,82.0,53.0,1395.0,1356.0,55.0,0,5.0,2.0,11.0,0.0,59.0,8.0,8.0,7.0,5.0,52.0,1,0,0,0,0,0,0,0,0,2
Regent University,1000 Regent University Dr,Virginia Beach,VA,23464,36.802538,-76.194179,www.regent.edu,,,,231.0,13.954,85.0,28.0,28368.0,28368.0,21.0,42.0,51.0,100.0,2400.0,2530.0,3163.0,1,2.0,21.0,7.0,0.0,63.0,3.0,2.0,1.0,3.0,61.0,0,0,0,0,0,0,1,0,0,1
Regis University,3333 Regis Blvd,Denver,CO,80221,39.788175,-105.030756,www.regis.edu/,,,,531.0,31.5025,30.0,67.0,46326.0,46326.0,42.0,56.0,58.0,98.0,5172.0,5251.0,4471.0,1,4.0,5.0,17.0,0.0,61.0,2.0,9.0,1.0,4.0,63.0,0,0,0,0,0,1,0,0,0,0
Reinhardt University,7300 Reinhardt Circle,Waleska,GA,30183,34.318874,-84.554657,www.reinhardt.edu,,,,396.0,17.894,66.0,34.0,32794.0,32794.0,21.0,27.0,28.0,92.0,1217.0,1225.0,84.0,0,1.0,17.0,5.0,0.0,68.0,0.0,8.0,0.0,1.0,50.0,0,0,0,0,0,0,1,0,0,0
Rensselaer Polytechnic Institute,110 8Th St,Troy,NY,12180,42.728983,-73.678768,www.rpi.edu,53,82,15.4,1411.0,43.532,74.0,26.0,61820.0,61820.0,65.0,83.0,85.0,95.0,5452.0,6565.0,149.0,0,10.0,2.0,7.0,0.0,64.0,6.0,2.0,8.0,10.0,30.0,0,0,1,0,0,0,0,0,0,2
Rhode Island College,600 Mount Pleasant Ave,Providence,RI,2908,41.84266,-71.466915,www.ric.edu,,,,1071.0,7.3635,91.0,7.0,20053.0,30751.0,15.0,34.0,43.0,86.0,7505.0,5802.0,2898.0,0,2.0,7.0,12.0,0.0,64.0,2.0,11.0,0.0,3.0,67.0,0,0,0,1,0,0,0,0,0,1
Rhodes College,2000 North Parkway,Memphis,TN,38112,35.154424,-89.989187,www.rhodes.edu,58,82,10.8,545.0,37.2325,47.0,73.0,53422.0,53422.0,74.0,78.0,78.0,95.0,2027.0,2027.0,13.0,0,6.0,6.0,3.0,0.0,77.0,3.0,2.0,3.0,6.0,58.0,0,0,0,0,0,0,1,0,0,2
Rice University,6100 S Main,Houston,TX,77005,29.716218,-95.404977,www.rice.edu,,,,978.0,36.38875,80.0,53.0,54291.0,54291.0,79.0,90.0,91.0,75.0,3965.0,6356.0,272.0,0,21.0,6.0,15.0,0.0,39.0,5.0,1.0,12.0,21.0,49.0,0,0,0,0,0,0,0,1,0,2
Rider University,2083 Lawrence Road,Lawrenceville,NJ,8648,40.280495,-74.736978,www.rider.edu,16,31,12.3,911.0,32.7725,90.0,24.0,51670.0,51670.0,55.0,64.0,66.0,98.0,4425.0,4122.0,1288.0,0,4.0,10.0,10.0,0.0,64.0,2.0,5.0,4.0,5.0,59.0,0,0,1,0,0,0,0,0,0,2
Ripon College,300 Seward St,Ripon,WI,54971,43.842383,-88.8426,www.ripon.edu,28,52,9.4,238.0,29.371,16.0,89.0,42769.0,42769.0,60.0,73.0,74.0,100.0,904.0,888.0,16.0,0,2.0,2.0,6.0,0.0,83.0,1.0,2.0,4.0,2.0,53.0,0,1,0,0,0,0,0,0,0,0
Rivier University,420 South Main St,Nashua,NH,3060,42.738666,-71.456253,www.rivier.edu,,,,223.0,26.435,97.0,12.0,43227.0,43227.0,43.0,55.0,59.0,100.0,1591.0,1055.0,1291.0,0,2.0,3.0,5.0,0.0,77.0,1.0,12.0,0.0,2.0,82.0,0,0,0,1,0,0,0,0,0,0
Roanoke College,221 College Lane,Salem,VA,24153,37.29686,-80.056433,www.roanoke.edu,27,54,13,542.0,33.9205,83.0,35.0,51371.0,51371.0,58.0,63.0,64.0,100.0,2029.0,1964.0,65.0,0,1.0,5.0,3.0,0.0,84.0,4.0,0.0,2.0,1.0,59.0,0,0,0,0,0,0,1,0,0,2
Robert Morris University,6001 University Boulevard,Moon Township,PA,15108,40.520679,-80.211585,www.rmu.edu,,,,998.0,23.4415,75.0,11.0,40755.0,40755.0,41.0,54.0,56.0,100.0,4496.0,3935.0,1546.0,0,1.0,7.0,2.0,0.0,76.0,2.0,4.0,8.0,1.0,46.0,0,0,1,0,0,0,0,0,0,0
Roberts Wesleyan College,2301 Westside Dr,Rochester,NY,14624,43.125755,-77.798498,www.roberts.edu,,,,206.0,25.84475,89.0,36.0,40888.0,40888.0,53.0,60.0,61.0,100.0,1315.0,1585.0,150.0,0,1.0,13.0,6.0,0.0,74.0,3.0,1.0,3.0,1.0,70.0,0,0,1,0,0,0,0,0,0,0
Rochester College,800 West Avon Road,Rochester Hills,MI,48307,42.667521,-83.144959,www.rc.edu,,,,149.0,19.277,2.0,87.0,28890.0,28890.0,19.0,38.0,44.0,100.0,1117.0,723.0,406.0,0,2.0,14.0,2.0,0.0,52.0,2.0,26.0,2.0,2.0,60.0,0,1,0,0,0,0,0,0,0,0
Rochester Institute Of Technology,1 Lomb Memorial Dr,Rochester,NY,14623,43.084436,-77.673854,www.rit.edu/,,,,2784.0,32.609,66.0,34.0,47627.0,47627.0,28.0,56.0,66.0,95.0,13880.0,14119.0,2464.0,0,6.0,5.0,6.0,0.0,61.0,2.0,16.0,5.0,6.0,32.0,0,0,1,0,0,0,0,0,0,2
Rockford University,5050 E State St,Rockford,IL,61108,42.269581,-89.018535,www.rockford.edu,,,,113.0,25.835,6.0,92.0,38853.0,38853.0,25.0,39.0,39.0,100.0,972.0,876.0,354.0,0,2.0,7.0,6.0,0.0,67.0,9.0,9.0,1.0,2.0,63.0,0,1,0,0,0,0,0,0,0,0
Rockhurst University,1100 Rockhurst Rd,Kansas City,MO,64110,39.031642,-94.571534,www.rockhurst.edu,,,,438.0,29.2825,8.0,97.0,45235.0,45235.0,60.0,68.0,69.0,100.0,2241.0,1970.0,950.0,0,3.0,6.0,5.0,0.0,74.0,3.0,8.0,1.0,3.0,60.0,0,0,0,0,1,0,0,0,0,0
Rocky Mountain College,1511 Poly Drive,Billings,MT,59102,45.796522,-108.554075,rocky.edu,11,31,11.3,238.0,22.461,45.0,70.0,35488.0,35488.0,19.0,38.0,40.0,100.0,988.0,1024.0,43.0,2,1.0,2.0,4.0,1.0,80.0,3.0,2.0,5.0,1.0,48.0,0,0,0,0,0,1,0,0,0,0
Rogers State University,1701 W Will Rogers Blvd,Claremore,OK,74017,36.319609,-95.635739,www.rsu.edu,,,,785.0,4.9215,0.0,97.0,18451.0,25105.0,9.0,14.0,18.0,88.0,4473.0,2600.0,1873.0,14,2.0,3.0,4.0,0.0,60.0,15.0,1.0,1.0,2.0,63.0,0,0,0,0,0,0,0,1,0,1
Roosevelt University,430 S Michigan Ave,Chicago,IL,60605,41.876055,-87.624952,www.roosevelt.edu,,,,444.0,25.1125,13.0,87.0,44632.0,44632.0,27.0,38.0,41.0,96.0,3658.0,3832.0,2298.0,0,5.0,20.0,19.0,0.0,46.0,3.0,2.0,3.0,5.0,62.0,0,1,0,0,0,0,0,0,0,0
Rosemont College,1400 Montgomery Ave,Rosemont,PA,19010,40.034771,-75.329898,www.rosemont.edu,,,,112.0,29.545,90.0,10.0,46305.0,46305.0,46.0,46.0,46.0,100.0,531.0,526.0,431.0,0,5.0,37.0,8.0,0.0,38.0,2.0,11.0,1.0,5.0,67.0,0,0,1,0,0,0,0,0,0,0
Rowan University,201 Mullica Hill Road,Glassboro,NJ,8028,39.710624,-75.118507,www.rowan.edu,,,,1420.0,12.11375,94.0,0.0,26970.0,34776.0,46.0,65.0,70.0,83.0,10951.0,10499.0,2850.0,0,4.0,8.0,9.0,0.0,72.0,2.0,3.0,1.0,4.0,49.0,0,0,1,0,0,0,0,0,0,1
Rust College,150 Rust Ave,Holly Springs,MS,38635,34.776862,-89.446999,www.rustcollege.edu,,,,287.0,8.2275,2.0,77.0,15400.0,15400.0,12.0,19.0,19.0,99.0,922.0,854.0,68.0,0,0.0,95.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,61.0,0,0,0,0,0,0,1,0,0,1
Rutgers University-Camden,406 Penn,Camden,NJ,8102,39.948438,-75.120963,www.rutgers.edu,,,,497.0,12.8125,96.0,0.0,28645.0,42205.0,27.0,48.0,55.0,85.0,4842.0,4746.0,1518.0,0,9.0,17.0,11.0,0.0,56.0,3.0,2.0,1.0,9.0,55.0,0,0,1,0,0,0,0,0,0,0
Rutgers University-Newark,"249 University Avenue, Blumenthal Hall",Newark,NJ,7102,40.741902,-74.174922,www.rutgers.edu,,,,1057.0,12.48775,98.0,0.0,29768.0,43792.0,32.0,60.0,67.0,80.0,7217.0,7559.0,3653.0,0,22.0,18.0,23.0,0.0,25.0,3.0,6.0,3.0,22.0,50.0,0,0,1,0,0,0,0,0,0,1
Rutgers University-New Brunswick,83 Somerset St,New Brunswick,NJ,8901,40.495601,-74.458155,www.rutgers.edu/,,,,6337.0,12.97125,95.0,0.0,29468.0,43492.0,57.0,76.0,79.0,76.0,33901.0,40321.0,7715.0,0,25.0,8.0,12.0,0.0,45.0,3.0,2.0,4.0,26.0,50.0,0,0,1,0,0,0,0,0,0,3
Saint Ambrose University,518 W Locust St,Davenport,IA,52803,41.540081,-90.580979,www.sau.edu,12,48,14.1,562.0,25.385,0.0,97.0,40146.0,40146.0,47.0,59.0,61.0,100.0,2743.0,2832.0,775.0,0,1.0,4.0,6.0,0.0,82.0,2.0,4.0,2.0,1.0,59.0,0,0,0,0,1,0,0,0,0,0
Saint Anselm College,100 Saint Anselm Drive,Manchester,NH,3102,42.986291,-71.507976,www.anselm.edu,15,40,14.5,508.0,33.2735,60.0,13.0,50394.0,50394.0,71.0,74.0,74.0,98.0,1923.0,1878.0,45.0,0,1.0,2.0,3.0,0.0,78.0,2.0,14.0,1.0,1.0,59.0,0,0,0,1,0,0,0,0,0,2
Saint Cloud State University,720 Fourth Ave. South,Saint Cloud,MN,56301,45.553227,-94.152657,www.stcloudstate.edu,10,34,18.9,1703.0,7.18775,3.0,92.0,19002.0,26644.0,19.0,41.0,47.0,86.0,15134.0,10447.0,6318.0,0,4.0,5.0,3.0,0.0,76.0,3.0,5.0,5.0,4.0,52.0,0,0,0,0,1,0,0,0,0,1
Saint Edward'S University,3001 S Congress Ave,Austin,TX,78704,30.229844,-97.75763,www.stedwards.edu,,,,791.0,30.0035,66.0,29.0,47500.0,47500.0,51.0,67.0,70.0,90.0,4089.0,3651.0,1210.0,0,3.0,4.0,37.0,0.0,43.0,3.0,2.0,8.0,3.0,61.0,0,0,0,0,0,0,0,1,0,2
Saint Francis University,117 Evergreen Dr,Loretto,PA,15940,40.504536,-78.64091,www.francis.edu,,,,403.0,28.303,93.0,44.0,45038.0,45038.0,57.0,70.0,71.0,98.0,1694.0,1781.0,563.0,0,1.0,6.0,2.0,0.0,80.0,1.0,7.0,4.0,1.0,62.0,0,0,1,0,0,0,0,0,0,0
