,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTRY,LATITUDE,LONGITUDE,WEBSITE
3391,Holy Name Medical Center School of Nursing,690 Teaneck Rd,Teaneck,NJ,7666,(201) 833-3374 ext 3374,2,A,155,Bergen,US,40.882403,-74.011166,www.schoolofnursing.info
3392,Orangeburg Calhoun Technical College,3250 Saint Matthews Rd,Orangeburg,SC,29118,(803) 536-0311,1,A,3194,Orangeburg,US,33.54485,-80.82927,www.octech.edu
3393,Apex Technical School,635 Ave of the Americas,New York,NY,10011,(212) 645-3300,3,A,1535,New York,US,40.740701,-73.994812,www.apextechnical.com
3394,South Carolina State University,300 College St NE,Orangeburg,SC,29117,(803) 536-7000,1,A,4688,Orangeburg,US,33.497201,-80.85128,www.scsu.edu
3395,Cooper Health System Center for Allied Health Education,1 Cooper Plz,Camden,NJ,8103,(856) 342-2000,2,A,57,Camden,US,39.941522,-75.116469,www.cooperhealth.org
3396,The New School,66 W 12th Street,New York,NY,10011,(212) 229-5600,2,A,13315,New York,US,40.735047,-73.994807,www.newschool.edu
3397,Rutgers University-Camden,406 Penn,Camden,NJ,8102,(856) 225-6095,1,A,7442,Camden,US,39.948438,-75.120963,www.rutgers.edu
3398,Southern Wesleyan University,907 Wesleyan Drive,Central,SC,29630,(864) 644-5000,2,A,2034,Pickens,US,34.728068,-82.761586,www.swu.edu.
3399,Omega Institute,7050 Route 38 East,Pennsauken,NJ,8109,(856) 663-4299,3,A,214,Camden,US,39.933635,-75.075575,www.omegainstitute.edu
3400,Mesivtha Tifereth Jerusalem of America,145 E Broadway,New York,NY,10002,(212) 964-2830,2,A,102,New York,US,40.713812,-73.991271,NOT AVAILABLE
3401,Professional Business College,408 Broadway 2nd Floor,New York,NY,10013,(212) 226-7300,2,A,1141,New York,US,40.716083,-73.995213,www.pbcny.edu
3402,Lutheran Theological Southern Seminary,4201 Main St,Columbia,SC,29203,(803) 786-5150,2,A,132,Richland,US,34.042624,-81.03851,ltss.lr.edu
3403,The Art Institute of New York City,11-17 Beach Street,New York,NY,10013,(212) 226-5500,3,A,1748,New York,US,40.720525,-74.006208,www.artinstitutes.edu/new-york/Default.aspx
3404,Columbia College,1301 Columbia College Dr,Columbia,SC,29203,(803) 786-3012,2,A,1514,Richland,US,34.045265,-81.031219,www.columbiasc.edu/
3405,Cooper Union for the Advancement of Science and Art,7 East 7th Street,New York,NY,10003,(212) 353-4100,2,A,1354,New York,US,40.72938,-73.990516,www.cooper.edu
3406,Sherman College of Straight Chiropractic,2020 Springfield Rd,Spartanburg,SC,29316,(864) 578-8770,2,A,309,Spartanburg,US,35.014602,-81.985878,www.sherman.edu
3407,The General Theological Seminary,440 West 21st Street,New York,NY,10011,(212) 243-5150 ext 235,2,A,144,New York,US,40.745558,-74.003767,WWW.GTS.EDU
3408,University of South Carolina-Sumter,200 Miller Rd,Sumter,SC,29150,(803) 775-8727,1,A,1013,Sumter,US,33.933434,-80.373815,www.uscsumter.edu/
3409,Technical Career Institutes,320 W 31st St,New York,NY,10001,(212) 594-4000,3,A,4201,New York,US,40.750572,-73.996048,www.tcicollege.edu
3410,CUNY Borough of Manhattan Community College,199 Chambers St,New York,NY,10007,(212) 220-8000,1,A,26969,New York,US,40.71879,-74.011826,www.bmcc.cuny.edu/
3411,Central Carolina Technical College,506 N Guignard Dr,Sumter,SC,29150,(803) 778-1961,1,A,4996,Sumter,US,33.933342,-80.37101,www.cctech.edu
3412,CUNY John Jay College of Criminal Justice,899 Tenth Ave,New York,NY,10019,(212) 237-8000,1,A,17541,New York,US,40.770346,-73.988403,www.jjay.cuny.edu
3413,Morris College,100 West College Street,Sumter,SC,29150,(803) 934-3200,2,A,1123,Sumter,US,33.93875,-80.34617,www.morris.edu
3414,Dance Theatre of Harlem Inc,466 W 152nd St,New York,NY,10031,(212) 690-2800,2,A,64,New York,US,40.829191,-73.943833,www.dancetheatreofharlem.org
3415,Boricua College,3755 Broadway,New York,NY,10032,(212) 694-1000,2,A,1376,New York,US,40.833434,-73.9458,boricuacollege.edu
3416,Sumter Beauty College,921 Carolina Ave,Sumter,SC,29150,(803) 773-7311,3,A,36,Sumter,US,33.945165,-80.350813,www.sumterbeautycollege.com
3417,University of South Carolina-Union,309 East Academy St,Union,SC,29379,(864) 429-8728,1,A,542,Union,US,34.71602,-81.619767,uscunion.sc.edu/
3418,Presentation College,1500 N Main,Aberdeen,SD,57401,(605) 225-1634,2,A,887,Brown,US,45.483462,-98.490474,www.presentation.edu
3419,Northern State University,1200 S Jay St,Aberdeen,SD,57401,(605) 626-3011,1,A,4040,Brown,US,45.452555,-98.4837,www.northern.edu
3420,Utica School of Commerce,201 Bleecker St,Utica,NY,13501,(315) 733-2307,3,A,403,Oneida,US,43.101764,-75.228627,www.uscny.edu
3421,Hamilton College,198 College Hill Rd,Clinton,NY,13323,(315) 859-4011,2,A,2658,Oneida,US,43.054248,-75.407996,www.hamilton.edu
3422,National Tractor Trailer School Inc-Liverpool,4650 Buckley Rd,Liverpool,NY,13088,(315) 451-2430,3,A,188,Onondaga,US,43.140652,-76.193341,www.ntts.edu
3423,Lake Area Technical Institute,1201 Arrow Avenue,Watertown,SD,57201,(605) 882-5284,1,A,1694,Codington,US,44.901781,-97.094779,www.lakeareatech.edu
3424,Onondaga Community College,4585 West Seneca Turnpike,Syracuse,NY,13215,(315) 498-2622,1,A,13959,Onondaga,US,43.006275,-76.196098,www.sunyocc.edu
3425,Simmons Institute of Funeral Service Inc,1828 South Ave,Syracuse,NY,13207,(315) 475-5142,3,A,60,Onondaga,US,43.019481,-76.160853,www.simmonsinstitute.com
3426,Phillips Hairstyling Institute,53 W Seneca St,Oswego,NY,13126,(315) 422-9656 ext 13,3,D,0,Onondaga,US,43.047553,-76.141435,phillipshairinstitute.com
3427,Crouse Hospital College of Nursing,765 Irving Ave,Syracuse,NY,13210,(315) 470-7481,2,A,373,Onondaga,US,43.040018,-76.137558,www.crouse.org/nursing
3428,SUNY College of Environmental Science and Forestry,One Forestry Dr.,Syracuse,NY,13210,(315) 470-6500,1,A,3243,Onondaga,US,43.034766,-76.138708,www.esf.edu
3429,Mitchell Technical Institute,1800 E. Spruce Street,Mitchell,SD,57301,(605) 995-3025,1,A,1217,Davison,US,43.717273,-98.018072,www.mitchelltech.edu
3430,Upstate Medical University,750 E Adams St,Syracuse,NY,13210,(315) 464-5540,1,A,3132,Onondaga,US,43.042253,-76.139661,www.upstate.edu
3431,Finger Lakes Community College,3325 Marvin Sands Drive,Canandaigua,NY,14424,(585) 394-3500,1,A,7051,Ontario,US,42.867556,-77.241801,www.flcc.edu
3432,Delaware Area Career Center,4565 Columbus Pike,Delaware,OH,43015,(740) 201-3206,1,A,244,Delaware,US,40.231764,-83.039099,www.delawareareacc.org
3433,Bowling Green State University-Firelands,One University Drive,Huron,OH,44839,(419) 433-5560,1,A,2635,Erie,US,41.39808,-82.594489,www.firelands.bgsu.edu
3434,United States Military Academy,646 Swift Rd (ATTN: MASG),West  Point,NY,10996,(845) 938-4011,1,A,6242,Orange,US,41.390882,-73.956804,www.westpoint.edu
3435,Dakota State University,820 N Washington Ave,Madison,SD,57042,(605) 256-5111,1,A,3419,Lake,US,44.01271,-97.110723,www.dsu.edu
3436,Ohio University-Lancaster Campus,1570 Granville Pike,Lancaster,OH,43130,(740) 654-6711,1,A,2785,Fairfield,US,39.738752,-82.586069,www.lancaster.ohiou.edu
3437,Black Hills State University,1200 University St,Spearfish,SD,57799,(605) 642-6011,1,A,4904,Lawrence,US,44.495141,-103.871756,www.bhsu.edu
3438,SUNY College at Oswego,7060 State Route 104,Oswego,NY,13126,(315) 312-2500,1,A,9236,Oswego,US,43.45377,-76.543885,www.oswego.edu/
3439,Ohio State School of Cosmetology & Experts Barber School,4390 Karl Rd,Columbus,OH,43224,(614) 252-5252 ext 12,3,A,41,Franklin,US,40.05651,-82.975644,www.salonschools.com
3440,Global Business Institute,1931 Mott Ave,Far Rockaway,NY,11691,(718) 327-2220 ext 122,2,A,174,Queens,US,40.603796,-73.752371,gbi.edu
3441,American School of Technology,4599 Morse Center,Columbus,OH,43229,(614) 436-4820,3,A,277,Franklin,US,40.061714,-82.965611,www.ast.edu
3442,St. John's University-New York,8000 Utopia Pky,Queens,NY,11439,(718) 990-6161,2,A,24027,Queens,US,40.722027,-73.795027,www.stjohns.edu
3443,Ohio State College of Barber Styling,4614 E Broad St,Columbus,OH,43213,(614) 868-1015,3,A,128,Franklin,US,39.977375,-82.877144,www.ohiostatebarbercollege.com
3444,University of Sioux Falls,1101 W 22nd St,Sioux Falls,SD,57105,(605) 331-5000,2,A,1899,Minnehaha,US,43.531574,-96.738229,www.usiouxfalls.edu/
3445,Kent State University at Geauga,14111 Claridon-Troy Rd,Burton,OH,44021,(440) 834-4187,1,A,2714,Geauga,US,41.483727,-81.143085,www.geauga.kent.edu
3446,Augustana College,2001 S Summit Ave,Sioux Falls,SD,57197,(605) 274-0770,2,A,2326,Minnehaha,US,43.522827,-96.739192,www.augie.edu
3447,Antioch University-Midwest,900 Dayton St,Yellow Springs,OH,45387,(937) 769-1800,2,A,448,Greene,US,39.803207,-83.908684,midwest.antioch.edu/
3448,Samaritan Hospital School of Nursing,2215 Burdett Ave,Troy,NY,12065,(518) 271-3285,2,A,182,Rensselaer,US,42.7334,-73.672121,www.nehealth.com
3449,Empire Beauty School-Cincinnati,8419 Colerain Ave,Cincinnati,OH,45239,(800) 920-4593,3,A,186,Hamilton,US,39.2203,-84.584383,www.empire.edu
3450,Wagner College,One Campus Rd,Staten Island,NY,10301,(718) 390-3100,2,A,2742,Richmond,US,40.615003,-74.09573,www.wagner.edu
3451,Ohio Mid-Western College,19 Triangle Park Drive,Cincinnati,OH,45246,(513) 772-9888,2,A,189,Hamilton,US,39.28874,-84.444721,omw.edu
3452,Southeast Technical Institute,2320 N Career Ave,Sioux Falls,SD,57107,(605) 367-7624,1,A,2868,Minnehaha,US,43.570446,-96.780241,www.southeasttech.edu
3453,Western Hills School of Beauty and Hair Design,6490 Glenway,Cincinnati,OH,45211,(513) 574-3818,3,A,214,Hamilton,US,39.152363,-84.627659,www.schoolsofcosmetology.com
3454,Antonelli College-Cincinnati,124 E Seventh St,Cincinnati,OH,45202,(513) 241-4338,3,A,334,Hamilton,US,39.104312,-84.510735,www.antonellicollege.edu
3455,Kilian Community College,300 E. 6th Street,Sioux Falls,SD,57103,(605) 221-3100,2,A,317,Minnehaha,US,43.551616,-96.72295,www.kilian.edu
3456,Moler Hollywood Beauty Academy,6142 Montgomery Rd,Cincinnati,OH,45213,(513) 621-5262,3,A,92,Hamilton,US,39.182747,-84.425454,www.molerhollywood.com/
3457,Western Dakota Technical Institute,800 Mickelson Dr,Rapid City,SD,57703,(605) 394-4034,1,A,1210,Pennington,US,44.07674,-103.179342,www.wdt.edu
3458,Black Hills Beauty College,623 Saint Joe,Rapid City,SD,57701,(605) 342-0697,3,A,121,Pennington,US,44.079965,-103.228429,www.bhbeautycollege.com
3459,South Dakota School of Mines and Technology,501 E Saint Joseph St,Rapid City,SD,57701,(605) 394-2511,1,A,2803,Pennington,US,44.075439,-103.205753,www.sdsmt.edu
3460,Tennessee Technology Center at Shelbyville,1405 Madison St,Shelbyville,TN,37160,(931) 685-5013,1,A,448,Bedford,US,35.485655,-86.421097,www.ttcshelbyville.edu
3461,Art Academy of Cincinnati,1212 Jackson Street,Cincinnati,OH,45202,(513) 562-6262,2,A,267,Hamilton,US,39.108605,-84.513848,www.artacademy.edu
3462,Pentecostal Theological Seminary,900 Walker St NE,Cleveland,TN,37320,(423) 478-7037,2,A,216,Bradley,US,35.162528,-84.868326,www.ptseminary.edu/
3463,The Christ College of Nursing and Health Sciences,2139 Auburn Avenue,Cincinnati,OH,45219,(513) 585-2401,2,A,431,Hamilton,US,39.12072,-84.509237,www.thechristcollege.edu
3464,Cleveland State Community College,3535 Adkisson Drive,Cleveland,TN,37312,(423) 472-7141,1,A,3982,Bradley,US,35.20078,-84.87914,www.clevelandstatecc.edu
3465,Gods Bible School and College,1810 Young Street,Cincinnati,OH,45202,(513) 721-7944,2,A,373,Hamilton,US,39.115522,-84.506039,www.gbs.edu
3466,Union Institute & University,440 E McMillan St,Cincinnati,OH,45206,(800) 861-6400,2,A,2368,Hamilton,US,39.126921,-84.500166,www.myunion.edu
3467,Lee University,1120 N Ocoee St,Cleveland,TN,37311,(423) 614-8000,2,A,5818,Bradley,US,35.166166,-84.870018,www.leeuniversity.edu
3468,ITT Technical Institute-Norwood,4750 Wesley Ave,Norwood,OH,45212,(513) 531-8300,3,A,581,Hamilton,US,39.162522,-84.45078,www.itt-tech.edu
3469,The University of Findlay,1000 N Main St,Findlay,OH,45840,(419) 422-8313,2,A,5515,Hancock,US,41.054398,-83.651472,www.findlay.edu/
3470,Tennessee Technology Center at Jacksboro,265 Elkins Rd,Jacksboro,TN,37757,(423) 566-9629 ext 100,1,A,272,Campbell,US,36.317415,-84.208987,www.ttcjacksboro.edu/
3471,Winebrenner Theological Seminary,950 North Main Street,Findlay,OH,45840,(419) 434-4200,2,A,100,Hancock,US,41.052454,-83.650572,www.winebrenner.edu
3472,Northwest State Community College,22600 State Route 34,Archbold,OH,43502,(419) 267-5511,1,A,3201,Henry,US,41.452684,-84.30312,www.northweststate.edu
3473,Bethel University,325 Cherry Ave,McKenzie,TN,38201,(731) 352-4000,2,A,8659,Carroll,US,36.1393,-88.516257,www.bethelu.edu/
3474,Southern State Community College,100 Hobart Dr,Hillsboro,OH,45133,(937) 393-3431,1,A,3172,Highland,US,39.236924,-83.614085,www.sscc.edu
3475,Tennessee Technology Center at McKenzie,16940 Highland Dr,McKenzie,TN,38201,(731) 352-5364,1,A,255,Carroll,US,36.137048,-88.492615,www.ttcmckenzie.edu
3476,Trinity Health System School of Nursing,380 Summit Ave,Steubenville,OH,43952,(740) 283-7467,2,A,110,Jefferson,US,40.355039,-80.625312,www.trinityson.com
3477,Freed-Hardeman University,158 E Main St,Henderson,TN,38340,(800) 348-3481,2,A,2265,Chester,US,35.440073,-88.639418,www.fhu.edu
3478,Eastern Gateway Community College,4000 Sunset Blvd,Steubenville,OH,43952,(740) 264-5591,1,A,2876,Jefferson,US,40.376175,-80.672408,www.egcc.edu
3479,Lincoln Memorial University,6965 Cumberland Gap Pky,Harrogate,TN,37752,(423) 869-7089,2,A,5052,Claiborne,US,36.580111,-83.659467,www.lmunet.edu
3480,Franciscan University of Steubenville,1235 University Blvd,Steubenville,OH,43952,(740) 283-3771,2,A,3144,Jefferson,US,40.376086,-80.623094,www.franciscan.edu
3481,Tennessee Technology Center at Crossville,910 Miller Avenue,Crossville,TN,38555,(931) 484-7502,1,A,362,Cumberland,US,35.946609,-85.039137,www.ttcc.edu
3482,Cleveland Institute of Dental-Medical Assistants-Mentor,5733 Hopkins Rd,Mentor,OH,44060,(216) 241-2930,3,A,164,Lake,US,41.714721,-81.341626,www.cidma.edu
3483,Nossi College of Art,590 Cheron Rd,Madison,TN,37115,(615) 514-2787,3,A,355,Davidson,US,36.299628,-86.701027,www.nossi.edu
3484,Willoughby-Eastlake School of Practical Nursing,25 Public Sq,Willoughby,OH,44094,(440) 602-5094,1,A,60,Lake,US,41.638125,-81.406809,www.weschools.org/nursing
3485,Ohio University-Southern Campus,1804 Liberty Ave,Ironton,OH,45638,(740) 533-4600,1,A,2296,Lawrence,US,38.524781,-82.666876,www.southern.ohiou.edu/
3486,Volunteer Beauty School-Madison,1793 B Gallatin Pke N,Madison,TN,37115,(615) 865-4477,3,A,53,Davidson,US,36.296571,-86.701318,www.volunteerbeauty.com
3487,Tri-State Bible College,506 Margaret St,South Point,OH,45680,(740) 377-2520,2,A,89,Lawrence,US,38.426128,-82.57953,www.tsbc.edu
3488,Middle Tennessee School of Anesthesia Inc,315 Hospital Drive,Madison,TN,37115,(615) 732-7670,2,A,241,Davidson,US,36.252997,-86.683396,www.MTSA.edu
3489,O C Collins Career Center,11627 State Rte 243,Chesapeake,OH,45619,(740) 867-6641 ext 202,1,A,634,Lawrence,US,38.491898,-82.473516,www.collins-cc.edu
3490,Nashville College of Medical Careers,1556 Crestview Dr,Madison,TN,37115,(615) 868-2963,3,A,201,Davidson,US,36.29172,-86.706296,www.Nashvillecollege.com
3491,Aquinas College,4210 Harding Pike,Nashville,TN,37205,(615) 297-7545,2,A,794,Davidson,US,36.132187,-86.844214,www.aquinascollege.edu
3492,Tennessee Technology Center at Nashville,100 White Bridge Rd,Nashville,TN,37209,(615) 425-5500 ext 5500,1,A,984,Davidson,US,36.132649,-86.856335,www.ttcnashville.edu
3493,Denison University,100 West College Rd,Granville,OH,43023,(740) 587-0810,2,A,3084,Licking,US,40.072582,-82.520625,www.denison.edu
3494,Daymar Institute-Nashville,340 Plus Park Blvd,Nashville,TN,37217,(615) 361-7555,3,A,296,Davidson,US,36.132228,-86.722958,www.daymarinstitute.edu
3495,Central Ohio Technical College,1179 University Drive,Newark,OH,43055,(740) 366-1351,1,A,4140,Licking,US,40.069314,-82.447441,www.cotc.edu
3496,Watkins College of Art Design & Film,2298 Rosa L Parks Blvd,Nashville,TN,37228,(615) 383-4848,2,A,504,Davidson,US,36.194659,-86.805888,www.watkins.edu
3497,Ohio State University-Newark Campus,1179 University Dr,Newark,OH,43055,(740) 366-9333,1,A,2632,Licking,US,40.068353,-82.447992,www.newark.osu.edu
3498,Meharry Medical College,1005 DB Todd Blvd.,Nashville,TN,37208,(615) 327-6111,2,A,1768,Davidson,US,36.166708,-86.807315,www.mmc.edu
3499,Ohio Hi Point Joint Vocational School District,2280 St Rte 540,Bellefontaine,OH,43311,(937) 599-3010 ext 1398,1,A,373,Logan,US,40.371045,-83.718321,www.ohiohipoint.com
3500,Lorain County Joint Vocational School District,15181 St Rte 58 S,Oberlin,OH,44074,(440) 774-1051 ext 2322,1,A,172,Lorain,US,41.262182,-82.213852,www.lcjvs.com/adult/
3501,Ohio Business College-Sheffield,5095 Waterford Drive,Sheffield Village,OH,44035,(440) 934-3101 ext 130,3,A,461,Lorain,US,41.423725,-82.073464,www.ohiobusinesscollege.edu/
3502,Lourdes University,6832 Convent Blvd,Sylvania,OH,43560,(419) 885-3211,2,A,2715,Lucas,US,41.708694,-83.706649,www.lourdes.edu
3503,Davis College,4747 Monroe St,Toledo,OH,43623,(419) 473-2700,3,A,347,Lucas,US,41.692513,-83.629753,www.daviscollege.edu
3504,Mercy College of Ohio,2221 Madison Avenue,Toledo,OH,43604,(419) 251-1313,2,A,1461,Lucas,US,41.658319,-83.552538,www.mercycollege.edu
3505,Stautzenberger College-Maumee,1796 Indian Wood Circle,Maumee,OH,43537,(419) 866-0261,3,A,959,Lucas,US,41.582662,-83.683042,www.sctoday.edu
3506,Toledo Academy of Beauty Culture-South,1554 S Byrne Rd Glenbyrne Ctr,Toledo,OH,43614,(419) 381-7218,3,A,27,Lucas,US,41.611015,-83.626989,toledoacademyofbeauty.com
3507,ITT Technical Institute-Youngstown,1030 N Meridian Rd,Youngstown,OH,44509,(330) 270-1600,3,A,672,Mahoning,US,41.125088,-80.711859,www.itt-tech.edu
3508,Youngstown State University,One University Plaza,Youngstown,OH,44555,(877) 468-6978,1,A,15692,Mahoning,US,41.105894,-80.646888,web.ysu.edu/home
3509,Marion Technical College,1467 Mount Vernon Ave,Marion,OH,43302,(740) 389-4636 ext 229,1,A,3002,Marion,US,40.577017,-83.089156,www.mtc.edu
3510,Rabbinical College Beth Shraga,28 Saddle River Rd,Monsey,NY,10952,(845) 356-1980,2,A,56,Rockland,US,41.114293,-74.072925,NOT AVAILABLE
3511,Kol Yaakov Torah Center,29 W Maple Ave,Monsey,NY,10952,(845) 425-3863,2,A,0,Rockland,US,41.115563,-74.07418,NOT AVAILABLE
3512,Yeshivath Viznitz,25 Phyllis Terrace,Monsey,NY,10952,(845) 731-3700,2,A,650,Rockland,US,41.118707,-74.06668,NOT AVAILABLE
3513,Bais Medrash Elyon,73 Main St,Monsey,NY,10952,(845) 371-2481,2,A,35,Rockland,US,41.114079,-74.069798,NOT AVAILABLE
3514,Rockland County BOCES-Practical Nursing Program,65 Parrott Rd,West Nyack,NY,10994,(845) 627-4770 ext 4830,1,A,97,Rockland,US,41.120004,-73.980366,www.rocklandboces.org
3515,Long Island University-Rockland Campus,70 Route 340,Orangeburg,NY,10962,(845) 359-7200,2,A,259,Rockland,US,41.038966,-73.935604,www.liu.edu
3516,Skidmore College,815 N Broadway,Saratoga Springs,NY,12866,(518) 580-5000,2,A,3682,Saratoga,US,43.097027,-73.785322,www.skidmore.edu/
3517,SUNY Empire State College,One Union Ave,Saratoga Springs,NY,12866,(518) 587-2100,1,A,14828,Saratoga,US,43.078304,-73.779915,www.esc.edu
3518,Modern Welding School,1842 State St,Schenectady,NY,12304,(518) 374-1216,3,A,81,Schenectady,US,42.779193,-73.903157,www.modernwelding.com
3519,Ellis School of Nursing,1101 Nott St,Schenectady,NY,12308,(518) 243-4471,2,A,158,Schenectady,US,42.820096,-73.917544,ellisschoolofnursing.org
3520,New York Chiropractic College,2360 State Route 89,Seneca Falls,NY,13148,(315) 568-3000,2,A,1243,Seneca,US,42.91173,-76.756232,www.nycc.edu
3521,Corning Community College,1 Academic Dr,Corning,NY,14830,(607) 962-9011,1,A,5722,Steuben,US,42.11724,-77.073708,www.corning-cc.edu/
3522,Nashville Auto Diesel College,1524 Gallatin Rd,Nashville,TN,37206,(615) 226-3990,3,A,2178,Davidson,US,36.195405,-86.745662,www.nadcedu.com
3523,ITT Technical Institute-Nashville,2845 Elm Hill Pike,Nashville,TN,37214,(615) 889-8700,3,A,753,Davidson,US,36.147005,-86.663047,www.itt-tech.edu
3524,Volunteer Beauty School-Nashville,5338 Charlotte Ave.,Nashville,TN,37209,(615) 298-4600,3,A,45,Davidson,US,36.047872,-86.715104,www.volunteerbeauty.com
3525,Tennessee Technology Center at Dickson,740 Hwy 46,Dickson,TN,37055,(615) 441-6220,1,A,613,Dickson,US,36.050549,-87.366455,www.ttcdickson.edu
